id,path,question,a,b,c,d,answer
train_0756.jpg,train/train_0756.jpg,사진 속 재활용 가능한 플라스틱 컵 뚜껑의 특징은 무엇인가요?,투명한 플라스틱 재질에 돔형 뚜껑,금속 재질에 돔형 뚜껑,종이 재질에 평평한 뚜껑,불투명한 플라스틱 재질에 평평한 뚜껑,a
train_0757.jpg,train/train_0757.jpg,사진에 보이는 재활용품 중 플라스틱 재질인 것은 무엇인가요?,종이로 된 컵 홀더,키보드,"투명한 플라스틱 컵과 뚜껑, 빨대",책상 위의 종이 접기,c
train_0758.jpg,train/train_0758.jpg,사진에 보이는 재활용품 중 종이 재질의 물건은 무엇인가요?,종이 쇼핑백,종이 봉투,위 세 가지 모두,키보드 포장 상자,c
train_0759.jpg,train/train_0759.jpg,사진에 보이는 재활용 가능한 음료 용기의 재질은 무엇인가요?,종이컵,금속캔,플라스틱 컵,유리병,c
train_0760.jpg,train/train_0760.jpg,사진 속 바닥에 떨어져 있는 재활용 가능한 포장재의 종류는 무엇인가요?,플라스틱 포장재,금속 캔,종이 포장재,유리병,a
train_0761.jpg,train/train_0761.jpg,사진에 보이는 재활용 가능한 플라스틱 제품은 무엇인가요?,노란색 오리 모양 자석,흰색 접이식 휴대폰 거치대,나무 책상,보라색 천,b
train_0762.jpg,train/train_0762.jpg,사진에 보이는 재활용 가능한 용기의 재질은 무엇인가요?,종이,플라스틱,유리,금속,b
train_0763.jpg,train/train_0763.jpg,사진 속 음료 컵의 재활용품 종류는 무엇인가요?,금속 캔,플라스틱 컵,유리병,종이컵,b
train_0764.jpg,train/train_0764.jpg,사진에 보이는 재활용 가능한 포장재의 종류는 무엇인가요?,종이 박스 포장재,플라스틱 포장재,금속 캔 포장재,유리병 포장재,a
train_0765.jpg,train/train_0765.jpg,사진 속 선반 위에 있는 재활용 가능한 플라스틱 용기의 색상은 무엇인가요?,파란색,검은색,투명,흰색,d
train_0766.jpg,train/train_0766.jpg,사진에 보이는 재활용품 중 종이 재질인 것은 무엇인가요?,노란색 포장지,없음,파란색 껌 케이스,회색 바닥,b
train_0767.jpg,train/train_0767.jpg,사진에 보이는 'Caramello Koala' 초콜릿 포장지는 어떤 재질로 만들어졌나요?,금속,종이,유리,플라스틱,d
train_0768.jpg,train/train_0768.jpg,사진 속 재활용품 중에서 가장 많이 보이는 재질은 무엇인가요?,플라스틱,유리,금속,종이,b
train_0769.jpg,train/train_0769.jpg,사진에 보이는 재활용품의 재질은 무엇인가요?,종이,스티로폼,유리,플라스틱,b
train_0770.jpg,train/train_0770.jpg,사진 속 비닐봉지 안에 주로 담겨 있는 재활용품의 종류는 무엇인가요?,유리병,종이 상자,플라스틱 병,금속 캔,c
train_0771.jpg,train/train_0771.jpg,사진에 보이는 재활용품 중 파란색 뚜껑이 있는 용기의 재질은 무엇인가요?,금속,종이,플라스틱,유리,c
train_0772.jpg,train/train_0772.jpg,사진 속 재활용품 중 페트병의 뚜껑 색깔은 무엇인가요?,초록색과 흰색,파란색과 노란색,검은색과 하늘색,검은색과 빨간색,c
train_0773.jpg,train/train_0773.jpg,사진에 보이는 재활용품 중 플라스틱 재질인 것은 무엇인가요?,종이심,투명한 플라스틱 용기,종이접시,종이컵,b
train_0774.jpg,train/train_0774.jpg,사진에 보이는 재활용품 중에서 플라스틱 병은 몇 개 있나요?,3개,4개,1개,2개,c
train_0775.jpg,train/train_0775.jpg,사진 속 음료 컵의 재활용 분류는 무엇인가요?,종이,금속,플라스틱,유리,c
train_0776.jpg,train/train_0776.jpg,사진에 보이는 재활용 가능한 플라스틱 용기는 무엇인가요?,하얀색 뚜껑이 있는 약병 용기,스테인리스 텀블러,스타벅스 머그컵,테이블 위의 받침대,a
train_0777.jpg,train/train_0777.jpg,사진에 보이는 재활용 가능한 플라스틱 용기는 무엇인가요?,종이 상자,치약 튜브,투명 플라스틱 컵,칫솔,c
train_0778.jpg,train/train_0778.jpg,사진 속 재활용품으로 보이는 음료 캔의 재질은 무엇인가요?,금속,유리,종이,플라스틱,a
train_0779.jpg,train/train_0779.jpg,사진에 보이는 재활용품 중 플라스틱 재질인 것은 무엇인가요?,페트병,종이컵,알루미늄 캔,유리병,a
train_0780.jpg,train/train_0780.jpg,사진에 보이는 재활용품 중 플라스틱 재질인 것은 무엇인가요?,종이컵 홀더,빨대,종이컵,플라스틱 컵,d
train_0781.jpg,train/train_0781.jpg,사진에 보이는 재활용품 중 플라스틱 재질의 투명 용기는 몇 개입니까?,1개,2개,3개,4개,d
train_0782.jpg,train/train_0782.jpg,사진에 보이는 재활용품 중 올바른 분류는 무엇인가요?,유리병과 플라스틱,종이류와 캔류,종이류와 유리병,플라스틱과 비닐류,d
train_0783.jpg,train/train_0783.jpg,사진 속 재활용품 중 플라스틱 재질인 것은 무엇인가요?,헤드폰,에어팟 케이스,종이컵 홀더,노란색 빨대,d
train_0784.jpg,train/train_0784.jpg,사진 속 재활용품 중 플라스틱 재질인 것은 무엇인가요?,책,종이컵 홀더,컵과 빨대,책상,c
train_0785.jpg,train/train_0785.jpg,사진에 보이는 재활용 가능한 봉지 과자의 개수는 몇 개인가요?,4개,3개,2개,1개,b
train_0786.jpg,train/train_0786.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 총 몇 개인가요?,7개,6개,8개,5개,c
train_0787.jpg,train/train_0787.jpg,사진에 보이는 캔 음료는 총 몇 개입니까?,4개,3개,5개,2개,a
train_0788.jpg,train/train_0788.jpg,사진에 보이는 재활용 가능한 유리병의 위치는 어디인가요?,테이블 가장자리에 놓여 있다.,책 위에 놓여 있다.,의자 위에 놓여 있다.,천으로 된 파우치 옆에 놓여 있다.,d
train_0789.jpg,train/train_0789.jpg,사진에 보이는 재활용 가능한 플라스틱 병은 몇 개입니까?,4개,3개,2개,1개,b
train_0790.jpg,train/train_0790.jpg,사진에 보이는 재활용품 중 골판지 상자의 개수는 몇 개인가요?,3개,4개,1개,2개,d
train_0791.jpg,train/train_0791.jpg,사진에 보이는 재활용품 중 플라스틱 재질인 것은 무엇인가요?,화분과 빗자루,플라스틱 컵과 빨대,빗자루와 플라스틱 컵,테이블과 화분,b
train_0792.jpg,train/train_0792.jpg,사진에 보이는 스타벅스 음료 컵과 빨대의 재질은 무엇인가요?,금속 컵과 종이 빨대,종이 컵과 플라스틱 빨대,유리 컵과 금속 빨대,플라스틱 컵과 플라스틱 빨대,d
train_0793.jpg,train/train_0793.jpg,사진 속에서 재활용 가능한 종이류는 어디에 놓여 있나요?,관목 사이 땅 위에,포장도로 위에,담벼락 앞 바닥에,나무 울타리 위에,a
train_0794.jpg,train/train_0794.jpg,사진에 보이는 재활용품 중 플라스틱 병의 뚜껑 색깔은 무엇인가요?,초록색,파란색,노란색,빨간색,b
train_0795.jpg,train/train_0795.jpg,사진에 보이는 재활용품 중 종이 재질의 포장지는 무엇인가요?,투명 플라스틱 컵,노란색 상자,검은색 뚜껑이 있는 병,플라스틱 빨대,b
train_0796.jpg,train/train_0796.jpg,사진에 보이는 재활용품의 재질은 무엇인가요?,플라스틱,금속,종이,유리,a
train_0797.jpg,train/train_0797.jpg,사진에 보이는 재활용 가능한 포장재의 재질은 무엇인가요?,종이,금속,플라스틱,유리,c
train_0798.jpg,train/train_0798.jpg,사진에 보이는 재활용품의 재질은 무엇인가요?,플라스틱,종이,스티로폼,유리,c
train_0799.jpg,train/train_0799.jpg,사진 속 재활용 가능한 아이템 중 플라스틱 재질인 것은 무엇인가요?,찻잎 봉투,찢어진 노란색 과자 봉지,책상 위의 노트,스탠리 텀블러의 뚜껑,d
train_0800.jpg,train/train_0800.jpg,사진에 보이는 에너지 음료 캔의 재활용 분류는 무엇인가요?,금속,유리,종이,플라스틱,a
train_0801.jpg,train/train_0801.jpg,사진 속에서 재활용 가능한 플라스틱 용기는 무엇인가요?,음료가 담긴 투명 플라스틱 컵,음식이 담긴 흰색 스티로폼 용기,음료 컵 받침대,빨대,a
train_0802.jpg,train/train_0802.jpg,사진에 보이는 재활용품 중 플라스틱 빨대의 색상은 무엇인가요?,파란색과 초록색,빨간색과 검은색,하얀색과 주황색,분홍색과 노란색,d
train_0803.jpg,train/train_0803.jpg,사진에 보이는 재활용 가능한 플라스틱 키캡은 몇 개인가요?,3개,4개,2개,5개,b
train_0804.jpg,train/train_0804.jpg,사진에 보이는 재활용 가능한 플라스틱 용기의 개수는 몇 개인가요?,1개,3개,2개,4개,c
train_0805.jpg,train/train_0805.jpg,사진 속에 보이는 재활용품 중 발포 스티로폼 상자의 위치는 어디인가요?,빨래 건조대 위에 걸려 있음,창문 옆 선반 위에 있음,바닥에 놓여 있음,세탁기 위에 놓여 있음,c
train_0806.jpg,train/train_0806.jpg,사진 속 재활용 가능한 플라스틱 용기는 무엇인가요?,종이 냅킨,빨대,종이컵,알루미늄 호일,b
train_0807.jpg,train/train_0807.jpg,책상 위에 있는 재활용 가능한 플라스틱 컵은 몇 개입니까?,2개,3개,1개,없음,c
train_0808.jpg,train/train_0808.jpg,사진에 보이는 주황색 물체는 어떤 재질로 만들어진 재활용품인가요?,금속,종이,유리,플라스틱,d
train_0809.jpg,train/train_0809.jpg,사진에 보이는 재활용품 중 플라스틱 재질은 무엇인가요?,유리병,금속 캔,종이 박스,투명한 비닐 포장재,d
train_0810.jpg,train/train_0810.jpg,사진에 보이는 재활용품 중 금속 재질은 무엇인가요?,음료 캔,플라스틱 병,플라스틱 용기,세제 용기,a
train_0811.jpg,train/train_0811.jpg,사진 속 비닐봉지 안에 들어있는 재활용품은 무엇인가요?,스티로폼,유리병,종이 상자,플라스틱 병,a
train_0812.jpg,train/train_0812.jpg,사진에 보이는 재활용 가능한 플라스틱 빨대의 색상은 무엇인가요?,초록색과 주황색,파란색과 검은색,빨간색과 흰색,노란색과 분홍색,d
train_0813.jpg,train/train_0813.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개인가요?,1개,3개,4개,2개,d
train_0814.jpg,train/train_0814.jpg,사진에 보이는 재활용품은 무엇인가요?,스티로폼 박스,종이 상자,플라스틱 병,유리병,a
train_0815.jpg,train/train_0815.jpg,사진에 보이는 재활용품 중 플라스틱 재질인 것은 무엇인가요?,우유팩,스티로폼 용기,투명 용기,종이 상자,c
train_0816.jpg,train/train_0816.jpg,사진 속 재활용 가능한 품목은 무엇인가요?,금속 캔,유리병,종이 상자,플라스틱 병,b
train_0817.jpg,train/train_0817.jpg,사진에 보이는 음료 캔은 어떤 재질로 만들어졌나요?,플라스틱,종이,금속,유리,c
train_0818.jpg,train/train_0818.jpg,사진에 보이는 재활용 가능한 플라스틱 병의 색상은 무엇인가요?,녹색,갈색,투명,파란색,c
train_0819.jpg,train/train_0819.jpg,사진에 보이는 재활용품 중 종이컵 뚜껑은 몇 개입니까?,3개,1개,없음,2개,d
train_0820.jpg,train/train_0820.jpg,사진 속 흰색 스티로폼 상자 안에 있는 재활용품 중 플라스틱 병의 개수는 몇 개인가요?,1개,2개,4개,3개,a
train_0821.jpg,train/train_0821.jpg,사진 속 재활용 쓰레기통에 주로 어떤 종류의 재활용품이 들어 있나요?,유리병,금속 캔,종이류,플라스틱 병,c
train_0822.jpg,train/train_0822.jpg,사진에 보이는 재활용 가능한 병의 재질은 무엇인가요?,금속,종이,유리,플라스틱,c
train_0823.jpg,train/train_0823.jpg,사진 속 나무 밑에 놓여 있는 재활용 가능한 물건은 무엇인가요?,유리병,캔,플라스틱 병,종이 상자,a
train_0824.jpg,train/train_0824.jpg,사진에 보이는 재활용품 상자의 종류는 무엇인가요?,금속 캔,유리병,플라스틱 병,종이 상자,d
train_0825.jpg,train/train_0825.jpg,사진 속 재활용품 중 플라스틱 재질의 아이템은 무엇인가요?,종이팩과 캔,투명 플라스틱 용기와 페트병,종이 상자와 캔,종이 상자와 플라스틱 뚜껑,b
train_0826.jpg,train/train_0826.jpg,책상 위에 있는 재활용 가능한 플라스틱 컵은 몇 개입니까?,1개,2개,4개,3개,a
train_0827.jpg,train/train_0827.jpg,사진 속 재활용 봉투 안에 보이는 재활용품 중 플라스틱 용기의 개수는 몇 개인가요?,4개 이상,1개,2개,3개,a
train_0828.jpg,train/train_0828.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,4개,3개,2개,5개,b
train_0829.jpg,train/train_0829.jpg,사진에 보이는 재활용품 중 종이 재질인 것은 무엇인가요?,플라스틱 컵,종이 포장지,금속 캔,유리병,b
train_0830.jpg,train/train_0830.jpg,사진에 보이는 재활용품은 무엇인가요?,종이 상자,유리병,플라스틱 병,알루미늄 캔,d
train_0831.jpg,train/train_0831.jpg,사진 속 재활용품 분리수거함에 담긴 비닐류 봉투의 색상은 무엇인가요?,파란색과 초록색,흰색과 검은색,빨간색과 노란색,투명색과 주황색,b
train_0832.jpg,train/train_0832.jpg,사진 속 재활용품 더미에서 가장 많이 보이는 재활용품 종류는 무엇인가요?,플라스틱 병,종이 및 골판지,금속 캔,유리병,b
train_0833.jpg,train/train_0833.jpg,사진에 보이는 재활용품 중 음료팩은 몇 개입니까?,4개,3개,1개,2개,d
train_0834.jpg,train/train_0834.jpg,사진 속 재활용품 중 플라스틱 재질인 것은 무엇인가요?,휴지,파란색 스탠리 텀블러,컴퓨터 마우스,투명한 물병,d
train_0835.jpg,train/train_0835.jpg,사진에 보이는 페트병 중에서 노란색 뚜껑을 가진 페트병은 몇 개입니까?,6개,5개,7개,8개,c
train_0836.jpg,train/train_0836.jpg,사진에 보이는 재활용품은 무엇인가요?,알루미늄 캔,플라스틱 병,유리병,종이 상자,a
train_0837.jpg,train/train_0837.jpg,사진에 보이는 재활용 가능한 용기의 재질은 무엇인가요?,플라스틱,유리,종이,금속,c
train_0838.jpg,train/train_0838.jpg,사진 속 재활용 가능한 플라스틱 뚜껑과 빨대는 각각 몇 개씩 있나요?,"플라스틱 뚜껑 2개, 빨대 2개","플라스틱 뚜껑 1개, 빨대 1개","플라스틱 뚜껑 2개, 빨대 1개","플라스틱 뚜껑 1개, 빨대 2개",b
train_0839.jpg,train/train_0839.jpg,사진에 보이는 재활용품 중 알루미늄 캔은 몇 개입니까?,3개,2개,1개,없음,c
train_0840.jpg,train/train_0840.jpg,사진에 보이는 Werther's Original 사탕 봉지는 어떤 재질로 만들어졌나요?,금속,플라스틱,유리,종이,b
train_0841.jpg,train/train_0841.jpg,사진에 보이는 플라스틱 컵은 어떤 재질로 만들어졌나요?,금속,플라스틱,종이,유리,b
train_0842.jpg,train/train_0842.jpg,사진에 보이는 재활용품 중 플라스틱 재질인 것은 무엇인가요?,플라스틱 빨대,비닐 파우치,종이 명함,종이컵 홀더,a
train_0843.jpg,train/train_0843.jpg,사진 속에 보이는 투명한 용기의 재활용품 종류는 무엇인가요?,플라스틱 병,유리병,종이 상자,금속 캔,a
train_0844.jpg,train/train_0844.jpg,사진 속 재활용 쓰레기봉투 안에 가장 많이 보이는 재활용품은 무엇인가요?,알루미늄 캔,종이 상자,유리병,플라스틱 병,a
train_0845.jpg,train/train_0845.jpg,사진에 보이는 재활용품의 재질은 무엇인가요?,금속,플라스틱,스티로폼,종이,c
train_0846.jpg,train/train_0846.jpg,사진에 보이는 재활용품 중 종이 재질의 봉투는 몇 개입니까?,2개,3개,4개,5개,c
train_0847.jpg,train/train_0847.jpg,사진에 보이는 플라스틱 컵의 뚜껑 재질은 무엇인가요?,종이,금속,플라스틱,유리,c
train_0848.jpg,train/train_0848.jpg,사진 속 책상 위에 놓인 재활용 가능한 플라스틱 컵에는 무엇이 들어 있나요?,커피,물,탄산음료,주스,b
train_0849.jpg,train/train_0849.jpg,사진에 보이는 스타벅스 컵의 재질은 무엇인가요?,종이,금속,유리,플라스틱,d
train_0850.jpg,train/train_0850.jpg,사진 속 재활용 쓰레기 봉투 안에 있는 플라스틱 병의 뚜껑 색상은 무엇인가요?,"빨간색, 검은색, 노란색, 초록색","빨간색, 흰색, 파란색, 초록색","검은색, 흰색, 파란색, 노란색","파란색, 흰색, 노란색, 빨간색",b
train_0851.jpg,train/train_0851.jpg,사진 속 재활용품 중 플라스틱 재질인 것은 무엇인가요?,종이 상자,음료수 페트병,비닐봉투,종이컵 받침,b
train_0852.jpg,train/train_0852.jpg,사진에 보이는 재활용품 중 플라스틱 병은 몇 개입니까?,2개,1개,4개,3개,a
train_0853.jpg,train/train_0853.jpg,사진 속 재활용 가능한 플라스틱 병은 몇 개입니까?,2개,4개,1개,3개,a
train_0854.jpg,train/train_0854.jpg,사진에 보이는 재활용 가능한 플라스틱 병은 몇 개인가요?,2개,3개,1개,4개,a
train_0855.jpg,train/train_0855.jpg,사진에 보이는 재활용품 중 플라스틱 재질인 것은 무엇인가요?,흰색 스프레이 캔,투명한 스프레이 병,나무 테이블,플라스틱 물병,d
train_0856.jpg,train/train_0856.jpg,사진에 보이는 재활용품 중 종이팩은 몇 개입니까?,2개,3개,1개,없음,c
train_0857.jpg,train/train_0857.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 총 몇 개인가요?,4개,1개,3개,2개,c
train_0858.jpg,train/train_0858.jpg,사진에 보이는 재활용품 중 금속 재질인 것은 무엇인가요?,종이팩,플라스틱 빨대,음료 캔 뚜껑,담배갑,c
train_0859.jpg,train/train_0859.jpg,사진에 보이는 재활용 가능한 플라스틱 병의 뚜껑 색깔은 무엇인가요?,파란색,투명색,검은색,흰색,d
train_0860.jpg,train/train_0860.jpg,사진 속 재활용통 안에 들어있는 재활용품은 무엇인가요?,종이 상자,건전지,플라스틱 병,유리병,b
train_0861.jpg,train/train_0861.jpg,사진 속 선반에 있는 재활용 가능한 유리 제품은 무엇인가요?,금속 캔,플라스틱 텀블러,종이 상자,유리 물병,d
train_0862.jpg,train/train_0862.jpg,사진 속 상자 안에 있는 재활용품 중 종이팩은 몇 개입니까?,3개,4개,1개,2개,d
train_0863.jpg,train/train_0863.jpg,사진에 보이는 재활용품 중 금속 재질인 것은 무엇인가요?,마우스,비타민C 상자,키보드,음료수 캔,d
train_0864.jpg,train/train_0864.jpg,사진 속 재활용 가능한 플라스틱 컵은 몇 개입니까?,4개,3개,2개,1개,c
train_0865.jpg,train/train_0865.jpg,사진에 보이는 재활용품은 어떤 재질로 만들어졌나요?,종이,금속,플라스틱,유리,a
train_0866.jpg,train/train_0866.jpg,사진에 보이는 재활용 가능한 종이는 무엇인가요?,책,광고전단지,신문지,종이봉투,c
train_0867.jpg,train/train_0867.jpg,사진에 보이는 재활용품 중 플라스틱 재질인 것은 무엇인가요?,책상 위에 놓인 모니터,종이 재질의 컵 홀더가 붙은 투명 컵,금색 포장지의 스틱형 과자,뚜껑이 파란색인 텀블러,b
train_0868.jpg,train/train_0868.jpg,사진 속 책장에 있는 재활용 가능한 물품은 무엇입니까?,플라스틱 장난감,인형과 봉제인형,종이로 된 책과 노트,유리로 된 스노우볼,c
train_0869.jpg,train/train_0869.jpg,사진에 보이는 재활용품 중 종이 재질로 된 것은 무엇인가요?,금속 캔,계란판과 종이상자,스티로폼 상자,플라스틱 병,b
train_0870.jpg,train/train_0870.jpg,사진에 보이는 재활용품 중 금속 캔은 몇 개입니까?,3개,1개,4개,2개,d
train_0871.jpg,train/train_0871.jpg,사진에 보이는 재활용 가능한 플라스틱 병은 몇 개입니까?,1개,4개,3개,2개,c
train_0872.jpg,train/train_0872.jpg,사진에 보이는 재활용품 중 플라스틱 재질인 것은 무엇인가요?,금속 캔,종이컵,투명 플라스틱 용기,유리병,c
train_0873.jpg,train/train_0873.jpg,사진 속 재활용 가능한 플라스틱 컵은 몇 개입니까?,3개,1개,2개,없음,b
train_0874.jpg,train/train_0874.jpg,사진에 보이는 재활용품은 무엇인가요?,금속 캔,유리병,플라스틱 빨대,종이 담배갑,d
train_0875.jpg,train/train_0875.jpg,사진에 보이는 재활용 가능한 플라스틱 포장지는 몇 개입니까?,3개,4개,2개,1개,c
train_0876.jpg,train/train_0876.jpg,사진에 보이는 재활용 가능한 플라스틱 용기의 개수는 몇 개인가요?,3개,1개,4개,2개,d
train_0877.jpg,train/train_0877.jpg,사진에 보이는 재활용 가능한 캔의 개수는 몇 개인가요?,4개,3개,1개,2개,d
train_0878.jpg,train/train_0878.jpg,사진에 보이는 재활용 가능한 플라스틱 용기의 모양은 무엇인가요?,플라스틱 병,투명 직사각형 용기 뚜껑,원통형 컵,알루미늄 캔,b
train_0879.jpg,train/train_0879.jpg,사진 속 재활용품 중 가장 많이 보이는 재질은 무엇인가요?,유리,종이,플라스틱,금속,d
train_0880.jpg,train/train_0880.jpg,사진 속 재활용품 중 가장 많이 보이는 재질은 무엇인가요?,종이,유리,플라스틱,금속,a
train_0881.jpg,train/train_0881.jpg,사진에 보이는 재활용 가능한 플라스틱 빨대는 몇 개입니까?,1개,4개,3개,2개,c
train_0882.jpg,train/train_0882.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,2개,4개,1개,3개,d
train_0883.jpg,train/train_0883.jpg,사진 속 재활용품 중 플라스틱 재질인 것은 무엇인가요?,종이컵과 플라스틱 빨대,종이봉투와 플라스틱 빨대,페트병과 플라스틱 컵,유리병과 캔,c
train_0884.jpg,train/train_0884.jpg,사진에 보이는 재활용품 중 플라스틱 병의 개수는 몇 개인가요?,4개,2개,3개,1개,b
train_0885.jpg,train/train_0885.jpg,사진에 보이는 재활용품 중에서 어떤 재질의 용기가 있나요?,금속 용기,플라스틱 용기,종이 용기,유리 용기,c
train_0886.jpg,train/train_0886.jpg,사진 속 재활용 가능한 컵은 몇 개입니까?,3개,2개,4개,1개,b
train_0887.jpg,train/train_0887.jpg,사진 속 종이봉투 안에 보이는 재활용품은 무엇인가요?,금속 캔,플라스틱 병,유리병,종이 상자,d
train_0888.jpg,train/train_0888.jpg,사진에 보이는 재활용품 중 금속 재질은 무엇인가요?,종이 상자,투명 유리병,플라스틱 병,알루미늄 캔,d
train_0889.jpg,train/train_0889.jpg,사진에 보이는 재활용품 중 플라스틱으로 만들어진 것은 무엇인가요?,검은색과 흰색이 섞인 종이컵,책상 위의 컴퓨터 모니터,흰색 종이컵,노란색 빨대가 꽂힌 투명 컵,d
train_0890.jpg,train/train_0890.jpg,사진에 보이는 재활용품 중 비닐류로 분류되는 것은 무엇인가요?,스탠리 텀블러,컴퓨터 마우스,키보드,HARIBO 젤리 봉지,d
train_0891.jpg,train/train_0891.jpg,사진에 보이는 재활용품 중 종이 상자의 개수는 몇 개인가요?,2개 이하,10개 이상,5개에서 9개 사이,3개에서 4개 사이,b
train_0892.jpg,train/train_0892.jpg,사진에 보이는 재활용 가능한 병 중에서 사과 맛 음료가 들어있던 병은 몇 개인가요?,1개,2개,4개,3개,a
train_0893.jpg,train/train_0893.jpg,사진 속 재활용 쓰레기 더미에서 가장 많이 보이는 재활용품의 종류는 무엇인가요?,종이류,금속 캔,플라스틱 병,유리병,a
train_0894.jpg,train/train_0894.jpg,사진 속 재활용품 중 플라스틱 재질인 것은 무엇인가요?,계란판,흰색 플라스틱 용기,종이 상자,골판지 박스,b
train_0895.jpg,train/train_0895.jpg,사진에 보이는 재활용품 중 종이 재질의 포장지는 무엇입니까?,빨간색 플라스틱 용기,초록색 과자 상자,검은색 마우스 패드,검은색 컴퓨터 키보드,b
train_0896.jpg,train/train_0896.jpg,사진 속 음료 컵의 재질은 무엇인가요?,플라스틱,유리,종이,금속,a
train_0897.jpg,train/train_0897.jpg,사진 속 비닐봉지 안에 들어있는 재활용품은 무엇인가요?,종이 상자와 종이컵,플라스틱 컵과 플라스틱 용기,유리병과 캔,금속 캔과 플라스틱 병,b
train_0898.jpg,train/train_0898.jpg,사진 속 재활용 봉투에 들어있는 플라스틱 병의 뚜껑 색깔 중 없는 것은 무엇인가요?,초록색,파란색,노란색,빨간색,a
train_0899.jpg,train/train_0899.jpg,사진에 보이는 재활용품 중 플라스틱 재질의 용기는 무엇인가요?,멀티비타민 슈퍼샷 병,유리병,종이 박스,과자 봉지,a
train_0900.jpg,train/train_0900.jpg,사진에 보이는 투명 용기의 재질은 무엇인가요?,종이,유리,금속,플라스틱,d
train_0901.jpg,train/train_0901.jpg,사진에 보이는 재활용품 중 주로 어떤 재질의 물건들이 모여 있나요?,유리,종이(골판지 포함),금속,플라스틱,b
train_0902.jpg,train/train_0902.jpg,사진 속 플라스틱류 재활용품 중에서 가장 많이 보이는 종류는 무엇인가요?,플라스틱 병,플라스틱 뚜껑,플라스틱 컵,플라스틱 용기,a
train_0903.jpg,train/train_0903.jpg,사진에 보이는 재활용 가능한 음료 용기의 재질은 무엇인가요?,유리,금속,플라스틱,종이,c
train_0904.jpg,train/train_0904.jpg,사진에 보이는 재활용품 중 금속 재질의 용기는 무엇인가요?,주황색 교통 콘,빨간색 플라스틱 뚜껑이 있는 금속 용기,종이 상자,파란색 플라스틱 통,b
train_0905.jpg,train/train_0905.jpg,사진 속 재활용품 중 플라스틱 재질인 것은 무엇인가요?,플라스틱 용기,종이상자,유리병,종이컵,a
train_0906.jpg,train/train_0906.jpg,사진에 보이는 재활용품 중 골판지 상자는 어떤 재질로 분류되나요?,플라스틱,유리,종이,금속,c
train_0907.jpg,train/train_0907.jpg,사진에 보이는 재활용 가능한 플라스틱 용기는 몇 개인가요?,2개,3개,1개,4개,a
train_0908.jpg,train/train_0908.jpg,사진에 보이는 재활용품 중 금속 재질의 용기는 몇 개입니까?,1개,2개,3개,4개,b
train_0909.jpg,train/train_0909.jpg,사진에 보이는 재활용 가능한 포장재의 재질은 무엇인가요?,플라스틱,종이,금속,유리,b
train_0910.jpg,train/train_0910.jpg,사진에 보이는 재활용 가능한 컵의 재질은 무엇인가요?,플라스틱,금속,종이,유리,c
train_0911.jpg,train/train_0911.jpg,사진에 보이는 재활용 가능한 플라스틱 컵과 빨대의 개수는 몇 개인가요?,"플라스틱 컵 2개, 빨대 1개","플라스틱 컵 1개, 빨대 2개","플라스틱 컵 1개, 빨대 1개","플라스틱 컵 2개, 빨대 2개",c
train_0912.jpg,train/train_0912.jpg,사진 속 테이블 위에 있는 재활용 가능한 병(소주병)은 몇 개입니까?,8개,7개,9개,10개,c
train_0913.jpg,train/train_0913.jpg,사진에 보이는 재활용품 중에서 몇 개의 플라스틱 마우스가 있습니까?,3개,4개,2개,1개,c
train_0914.jpg,train/train_0914.jpg,사진 속 상자 안에 담긴 재활용품의 종류는 무엇인가요?,유리병,금속 캔,플라스틱 병,종이박스,d
train_0915.jpg,train/train_0915.jpg,사진에 보이는 재활용품 중 종이 상자의 개수는 몇 개인가요?,6개,5개,4개,3개,a
train_0916.jpg,train/train_0916.jpg,사진에 보이는 재활용품 중 플라스틱 재질은 무엇인가요?,비타500 병,플라스틱 컵,빨대,종이 안내문,b
train_0917.jpg,train/train_0917.jpg,사진에 보이는 재활용품의 재질은 무엇인가요?,유리,플라스틱,스티로폼,종이,c
train_0918.jpg,train/train_0918.jpg,사진에 보이는 재활용품 중 플라스틱 용기는 몇 개입니까?,2개,3개,4개,1개,d
train_0919.jpg,train/train_0919.jpg,사진 속 재활용품 중 플라스틱 재질인 것은 무엇인가요?,흰색 수건,철제 손잡이,종이봉투,파란색 바구니,d
train_0920.jpg,train/train_0920.jpg,사진 속 재활용 가능한 컵은 몇 개입니까?,3개,1개,4개,2개,d
train_0921.jpg,train/train_0921.jpg,사진에 보이는 재활용품 중 캔과 상자의 재질은 각각 무엇인가요?,"캔은 유리, 상자는 플라스틱","캔은 종이, 상자는 유리","캔은 금속, 상자는 종이","캔은 플라스틱, 상자는 금속",c
train_0922.jpg,train/train_0922.jpg,사진에 보이는 재활용품 중 종이 재질인 것은 무엇인가요?,플라스틱 컵,플라스틱 뚜껑,종이컵,종이 포장지,c
train_0923.jpg,train/train_0923.jpg,사진에 보이는 재활용품은 무엇인가요?,플라스틱 병 2개,알루미늄 캔 2개,종이 상자 2개,유리병 2개,b
